"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"2699","Manufacture of other non-metallic mineral products n.e.c.","335991","Carbon and Graphite Product Manufacturing","carbon and graphite fibers and products (except electrodes and electrical applications)"
"2699","Manufacture of other non-metallic mineral products n.e.c.","336340","Motor Vehicle Brake System Manufacturing","asbestos based brake linings"
"2699","Manufacture of other non-metallic mineral products n.e.c.","336350","Motor Vehicle Transmission and Power Train Parts Manufacturing","asbestos based clutch facings"
"2699","Manufacture of other non-metallic mineral products n.e.c.","339113","Surgical Appliance and Supplies Manufacturing","asbestos garments (i.e., fire-fighting protection suits)"
"2699","Manufacture of other non-metallic mineral products n.e.c.","339991","Gasket, Packing, and Sealing Device Manufacturing","nonmetallic mineral gaskets"
"2710","Manufacture of basic iron and steel","331111","Iron and Steel Mills","iron, steel, steel or iron powder, paste, flake, etc., steel wire, steel tube and fittings, made in steel mills and continuous cast semifinished shapes made in steel mills, cast iron tubes and fittings made in iron and steel mills"
"2710","Manufacture of basic iron and steel","331112","Electrometallurgical Ferroalloy Product Manufacturing","ferroalloys and additive elements for alloying steel, high carbon ferro-manganese and spiegeleisen"
"2710","Manufacture of basic iron and steel","331210","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel","cast iron tubes made from purchased iron, steel tube made from purchased steel"
"2710","Manufacture of basic iron and steel","331221","Rolled Steel Shape Manufacturing","hot rolling of purchased steel, cold rolling purchased steel for basic shapes, such as rod, bar, plate, and sheet; steel or iron powder, paste, flake, etc., made from purchased steel, and semifinished steel shapes made from purchased steel, cold drawing steel shapes, such as bar, strip or plate from purchased steel, cold rolling narrow strip, cold formed angles (H, I, T, U, etc.) (except structural steel members)"
"2710","Manufacture of basic iron and steel","331222","Steel Wire Drawing","drawing steel wire from purchased steel"
"2710","Manufacture of basic iron and steel","331511","Iron Foundries","cast iron tube fittings made from purchased iron"
"2710","Manufacture of basic iron and steel","331513","Steel Foundries (except Investment)","steel tube fittings made from purchased steel"
"2710","Manufacture of basic iron and steel","332111","Iron and Steel Forging","iron or steel semifinished shapes"
"2710","Manufacture of basic iron and steel","332312","Fabricated Structural Metal Manufacturing","concrete reinforcing bars"
"2710","Manufacture of basic iron and steel","332912","Fluid Power Valve and Hose Fitting Manufacturing","ferrous fluid power hose fittings made from purchased ferrous materials"
"2710","Manufacture of basic iron and steel","332919","Other Metal Valve and Pipe Fitting Manufacturing","flanges, unions, and other pipe fittings made from purchased pipe"
"2710","Manufacture of basic iron and steel","332996","Fabricated Pipe and Pipe Fitting Manufacturing","fabricated metal pipe fittings made from purchased pipe, steel, aluminum, lead, zinc, or tin pipe"
"2720","Manufacture of basic precious and non-ferrous metals","322221","Coated and Laminated Packaging Paper and Plastics Film Manufacturing","laminating purchased foil and paper for packaging uses, foil as primary component"
"2720","Manufacture of basic precious and non-ferrous metals","322222","Coated and Laminated Paper Manufacturing","precious metal foil laminates made from purchased foil, aluminum foil laminates made from purchased aluminum foil as primary component"
"2720","Manufacture of basic precious and non-ferrous metals","322225","Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses","aluminum foil packaging laminates made from purchased foil, tinfoil packaging laminates made from purchased tinfoil"
"2720","Manufacture of basic precious and non-ferrous metals","331112","Electrometallurgical Ferroalloy Product Manufacturing","high purity additive elements with little or no iron content used in steel production"
"2720","Manufacture of basic precious and non-ferrous metals","331311","Alumina Refining","production of alumina generally from bauxite"
"2720","Manufacture of basic precious and non-ferrous metals","331312","Primary Aluminum Production","production of aluminum from alumina"
"2720","Manufacture of basic precious and non-ferrous metals","331314","Secondary Smelting and Alloying of Aluminum","production of aluminum from scrap, alloying aluminum, production of aluminum powder, paste, or flake from purchased aluminum"
"2720","Manufacture of basic precious and non-ferrous metals","331315","Aluminum Sheet, Plate, and Foil Manufacturing","flat rolling or continuous casting of purchased aluminum, recovery of aluminum from scrap and flat rolling or continuous casting"
"2720","Manufacture of basic precious and non-ferrous metals","331316","Aluminum Extruded Product Manufacturing","extruding purchased aluminum or secondary production and extrusion of aluminum"
"2720","Manufacture of basic precious and non-ferrous metals","331319","Other Aluminum Rolling and Drawing","other rolling or drawing of purchased aluminum, including wire drawing, other secondary production and rolling and drawing"
"2720","Manufacture of basic precious and non-ferrous metals","331411","Primary Smelting and Refining of Copper","primary production of copper"
"2720","Manufacture of basic precious and non-ferrous metals","331419","Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)","primary refining of silver, gold, platinum, and other precious metals, and cladding base metals in primary smelting facilities, primary smelting and refining of zinc, tin, and lead, primary smelting and refining or other nonferrous metals (except precious, copper, aluminum, lead, zinc, and tin)"
"2720","Manufacture of basic precious and non-ferrous metals","331421","Copper Rolling, Drawing, and Extruding","rolling, drawing, extruding purchased copper or secondary production of copper and rolling, drawing, and extruding in integrated mills (including bronze)"
"2720","Manufacture of basic precious and non-ferrous metals","331422","Copper Wire (except Mechanical) Drawing","drawing copper wire from purchased wire"
"2720","Manufacture of basic precious and non-ferrous metals","331423","Secondary Smelting, Refining, and Alloying of Copper","secondary smelting and refining or alloying of purchased copper"
"2720","Manufacture of basic precious and non-ferrous metals","331491","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","rolling, drawing, extruding, etc., purchased precious metals, secondary smelting of lead, zinc, and tin; rolling, drawing, and extruding purchased zinc, tin, and lead, rolling, drawing and extruding purchased miscellaneous nonferrous metals or secondary production and rolling, drawing and extruding in integrated mills"
"2720","Manufacture of basic precious and non-ferrous metals","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","secondary smelting and refining, including alloying purchased precious metals and cladding base metals with purchased precious metals, secondary smelting and refining of tin, zinc, and lead; alloying purchased zinc, lead, or tin, secondary smelting, refining, or alloying miscellaneous nonferrous metals"
"2720","Manufacture of basic precious and non-ferrous metals","332912","Fluid Power Valve and Hose Fitting Manufacturing","aluminum fluid power hose fittings, lead, zinc, or tin fluid power hose fittings, copper fluid power hose fittings, fluid power hose fittings made from purchased nonferrous metal"
"2720","Manufacture of basic precious and non-ferrous metals","332913","Plumbing Fixture Fitting and Trim Manufacturing","copper pipe fittings (such as copper elbows, unions, and compression fittings)"
"2720","Manufacture of basic precious and non-ferrous metals","332996","Fabricated Pipe and Pipe Fitting Manufacturing","pipe and pipe fittings made from purchased other nonferrous metal pipe"
